ID,TIPO,NM_BAIRRO,NM_DISTRITO,CD_GEOCODMU,NM_MUNICIPIO,NM_MICRO,NM_MESO,NM_UF,CD_NIVEL,CD_CATEGORIA,NM_CATEGORIA,NM_LOCALIDADE,LONG,LAT,ALT
121,RURAL,,SÃO FRANCISCO DO GUAPORÉ,1101492,SÃO FRANCISCO DO GUAPORÉ,GUAJARÁ-MIRIM,MADEIRA-GUAPORÉ,RONDÔNIA,3,00002,POVOADO,PORTO MURTINHO,-63.3977288662872,-12.293498434413,147.02217
122,URBANO,Centro,SERINGUEIRAS,1101500,SERINGUEIRAS,"ALVORADA D'OESTE",LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,SERINGUEIRAS,-63.0387609977072,-11.767116635607,185.830878
123,RURAL,,SERINGUEIRAS,1101500,SERINGUEIRAS,"ALVORADA D'OESTE",LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,NÚCLEO URBANO BOM SUCESSO,-62.9227376483035,-11.824007408324,188.019951
124,RURAL,,SERINGUEIRAS,1101500,SERINGUEIRAS,"ALVORADA D'OESTE",LESTE RONDONIENSE,RONDÔNIA,3,00002,POVOADO,NÚCLEO URBANO NOVO PLANALTO,-63.0956686986459,-11.8999051227021,201.72035
125,URBANO,,TEIXEIRÓPOLIS,1101559,TEIXEIRÓPOLIS,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,TEIXEIRÓPOLIS,-62.2559222539546,-10.9321692860399,191.34936
126,URBANO,,THEOBROMA,1101609,THEOBROMA,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,THEOBROMA,-62.3451455299349,-10.2487305520261,191.598548
127,RURAL,,THEOBROMA,1101609,THEOBROMA,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,"PALMARES D'OESTE",-62.348305273458,-10.0283527849502,190.027539
128,URBANO,Novo Horizonte,URUPÁ,1101708,URUPÁ,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,URUPÁ,-62.3706324537667,-11.1285452756794,197.170024
129,RURAL,,URUPÁ,1101708,URUPÁ,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,3,00001,NÚCLEO,NÚCLEO PRIMAVERA,-62.3023368228298,-11.0870715206022,202.61103
130,RURAL,,URUPÁ,1101708,URUPÁ,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,3,00002,NÚCLEO,NOVA ALIANÇA,-62.4877422664257,-11.1857628668915,226.375599
131,URBANO,,VALE DO ANARI,1101757,VALE DO ANARI,ARIQUEMES,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,VALE DO ANARI,-62.1768234421278,-9.85139270806179,157.665353
132,URBANO,,VALE DO PARAÍSO,1101807,VALE DO PARAÍSO,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,1,05,CIDADE,VALE DO PARAÍSO,-62.1343903568099,-10.4310526845565,153.994474
133,RURAL,,VALE DO PARAÍSO,1101807,VALE DO PARAÍSO,JI-PARANÁ,LESTE RONDONIENSE,RONDÔNIA,3,00001,POVOADO,SANTA ROSA,-62.0195068097722,-10.1964590275175,133.956703
134,URBANO,,ACRELÂNDIA,1200013,ACRELÂNDIA,RIO BRANCO,VALE DO ACRE,ACRE,1,05,CIDADE,ACRELÂNDIA,-67.0523165800206,-10.0737938924635,205.894014
135,RURAL,,ACRELÂNDIA,1200013,ACRELÂNDIA,RIO BRANCO,VALE DO ACRE,ACRE,3,00001,POVOADO,REDENÇÃO,-67.0391504716924,-10.0075504307347,167.058627
136,URBANO,,ASSIS BRASIL,1200054,ASSIS BRASIL,BRASILÉIA,VALE DO ACRE,ACRE,1,05,CIDADE,ASSIS BRASIL,-69.5634591746677,-10.9428656809172,234.866835
137,URBANO,,BRASILÉIA,1200104,BRASILÉIA,BRASILÉIA,VALE DO ACRE,ACRE,1,05,CIDADE,BRASILÉIA,-68.7479434259584,-11.0164110190858,188.324139
138,RURAL,,BRASILÉIA,1200104,BRASILÉIA,BRASILÉIA,VALE DO ACRE,ACRE,4,00001,PROJETO DE ASSENTAMENTO,AGROVILA DO PA QUIXADA VILA DO INCRA KM 26,-68.9289142680915,-10.9553377248173,263.412774
139,URBANO,,BUJARI,1200138,BUJARI,RIO BRANCO,VALE DO ACRE,ACRE,1,05,CIDADE,BUJARI,-67.9518592792015,-9.82001962670938,198.174197
140,URBANO,,CAPIXABA,1200179,CAPIXABA,RIO BRANCO,VALE DO ACRE,ACRE,1,05,CIDADE,CAPIXABA,-67.6735079719432,-10.5697677087928,212.303309
141,RURAL,,CAPIXABA,1200179,CAPIXABA,RIO BRANCO,VALE DO ACRE,ACRE,3,00001,POVOADO,POLO AGROF DE CAPIXABA VILA HORTIGRANJEIRA,-67.7098072843219,-10.4458648731348,204.271889
142,URBANO,,CRUZEIRO DO SUL,1200203,CRUZEIRO DO SUL,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,1,05,CIDADE,CRUZEIRO DO SUL,-72.6725313174358,-7.63069000500981,183.079525
143,RURAL,,CRUZEIRO DO SUL,1200203,CRUZEIRO DO SUL,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,3,00002,POVOADO,MIRITIZAL,-72.6550529510315,-7.63684369281325,173.590646
144,RURAL,,CRUZEIRO DO SUL,1200203,CRUZEIRO DO SUL,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,3,00003,POVOADO,SANTA ROSA,-72.8104955141558,-7.66963817556492,188.838584
145,RURAL,,CRUZEIRO DO SUL,1200203,CRUZEIRO DO SUL,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,3,00004,POVOADO,VILA SÃO PEDRO,-72.7409453920837,-7.72318870270807,195.500805
146,RURAL,,CRUZEIRO DO SUL,1200203,CRUZEIRO DO SUL,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,3,00005,POVOADO,VILA ASSIS BRASIL OU AGROVILA NARI,-72.8138021903479,-7.58145154771963,187.952117
147,URBANO,,EPITACIOLÂNDIA,1200252,EPITACIOLÂNDIA,BRASILÉIA,VALE DO ACRE,ACRE,1,05,CIDADE,EPITACIOLÂNDIA,-68.7448680666749,-11.0282398279564,206.036126
148,URBANO,,FEIJÓ,1200302,FEIJÓ,TARAUACÁ,VALE DO JURUÁ,ACRE,1,05,CIDADE,FEIJÓ,-70.3539836082165,-8.16024753,159.822497
149,RURAL,,FEIJÓ,1200302,FEIJÓ,TARAUACÁ,VALE DO JURUÁ,ACRE,5,00001,ALDEIA INDÍGENA,ALDEIA INDÍGENA TI KAXINAUA SERINGAL DO CURRALINHO,-70.4181961482918,-8.48911087779524,220.618428
150,URBANO,,JORDÃO,1200328,JORDÃO,TARAUACÁ,VALE DO JURUÁ,ACRE,1,05,CIDADE,JORDÃO,-71.9508751248365,-9.19335785982848,264.977881
151,URBANO,,MÂNCIO LIMA,1200336,MÂNCIO LIMA,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,1,05,CIDADE,MÂNCIO LIMA,-72.9165010261308,-7.59322259385836,187.065998
152,RURAL,,MÂNCIO LIMA,1200336,MÂNCIO LIMA,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,5,00001,ALDEIA INDÍGENA,ALDEIA INDÍGENA TI NAWA,-73.4976133363757,-7.57851257736407,245.488524
153,URBANO,,MANOEL URBANO,1200344,MANOEL URBANO,SENA MADUREIRA,VALE DO ACRE,ACRE,1,05,CIDADE,MANOEL URBANO,-69.2599445775075,-8.83631773689166,162.133821
154,URBANO,,MARECHAL THAUMATURGO,1200351,MARECHAL THAUMATURGO,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,1,05,CIDADE,MARECHAL THAUMATURGO,-72.7902659086983,-8.95359112315366,214.910605
155,URBANO,,PLÁCIDO DE CASTRO,1200385,PLÁCIDO DE CASTRO,RIO BRANCO,VALE DO ACRE,ACRE,1,05,CIDADE,PLÁCIDO DE CASTRO,-67.1882600861516,-10.3351332827427,129.189484
156,URBANO,,CAMPINAS,1200385,PLÁCIDO DE CASTRO,RIO BRANCO,VALE DO ACRE,ACRE,2,10,VILA,CAMPINAS,-67.2963705352899,-10.0640942238893,177.125723
157,URBANO,,PORTO WALTER,1200393,PORTO WALTER,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,1,05,CIDADE,PORTO WALTER,-72.7423339648033,-8.26666636282753,201.805961
158,RURAL,,PORTO WALTER,1200393,PORTO WALTER,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,3,00001,POVOADO,2º DISTRITO OU HUMAITÁ,-72.7340729784849,-8.26258849432321,200.707453
159,URBANO,,RIO BRANCO,1200401,RIO BRANCO,RIO BRANCO,VALE DO ACRE,ACRE,1,05,CIDADE,RIO BRANCO,-67.8105287004235,-9.97829875272498,137.865746
160,RURAL,,RIO BRANCO,1200401,RIO BRANCO,RIO BRANCO,VALE DO ACRE,ACRE,3,00006,POVOADO,VILA CUSTÓDIO FREIRE,-67.8885844757387,-9.90861855920758,195.459866
161,RURAL,,RIO BRANCO,1200401,RIO BRANCO,RIO BRANCO,VALE DO ACRE,ACRE,3,00007,POVOADO,SANTA CECÍLIA,-67.716966080783,-10.0174349464913,157.693578
162,RURAL,,RIO BRANCO,1200401,RIO BRANCO,RIO BRANCO,VALE DO ACRE,ACRE,3,00008,POVOADO,ALBERT SAMPAIO,-67.699292426772,-10.0180560028412,162.919813
163,RURAL,,RIO BRANCO,1200401,RIO BRANCO,RIO BRANCO,VALE DO ACRE,ACRE,3,00009,POVOADO,VILA JORGE KALUME,-67.9184560486214,-9.94159706019217,171.1192
164,RURAL,,RIO BRANCO,1200401,RIO BRANCO,RIO BRANCO,VALE DO ACRE,ACRE,3,00010,POVOADO,VILA BELO JARDIM,-67.7331186830274,-9.96613846234402,134.094243
165,RURAL,,RIO BRANCO,1200401,RIO BRANCO,RIO BRANCO,VALE DO ACRE,ACRE,3,00011,POVOADO,VILA DOM MOACYR,-67.6739141379423,-10.0168612243628,188.555836
166,URBANO,,RODRIGUES ALVES,1200427,RODRIGUES ALVES,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,1,05,CIDADE,RODRIGUES ALVES,-72.6478549141997,-7.73360203372322,189.585426
167,RURAL,,RODRIGUES ALVES,1200427,RODRIGUES ALVES,CRUZEIRO DO SUL,VALE DO JURUÁ,ACRE,3,00001,POVOADO,VILA SÃO PEDRO,-72.739528135993,-7.72595405647606,189.321735
168,URBANO,,SANTA ROSA DO PURUS,1200435,SANTA ROSA DO PURUS,SENA MADUREIRA,VALE DO ACRE,ACRE,1,05,CIDADE,SANTA ROSA DO PURUS,-70.4864968937616,-9.44340653741185,216.72423
169,URBANO,,SENADOR GUIOMARD,1200450,SENADOR GUIOMARD,RIO BRANCO,VALE DO ACRE,ACRE,1,05,CIDADE,SENADOR GUIOMARD,-67.7431723600051,-10.1481735861989,207.924797
170,RURAL,,SENADOR GUIOMARD,1200450,SENADOR GUIOMARD,RIO BRANCO,VALE DO ACRE,ACRE,4,00004,PROJETO DE ASSENTAMENTO,AGROVILA DO PA PEDRO PEIXOTO VILA NOVA ALDEIA,-67.5392551719917,-10.0873604214425,153.095986
171,RURAL,,SENADOR GUIOMARD,1200450,SENADOR GUIOMARD,RIO BRANCO,VALE DO ACRE,ACRE,4,00005,PROJETO DE ASSENTAMENTO,AGROVILA DO PA PEDRO PEIXOTO VILA PIA,-67.4387188123269,-9.88922733534448,205.518219
172,URBANO,,SENA MADUREIRA,1200500,SENA MADUREIRA,SENA MADUREIRA,VALE DO ACRE,ACRE,1,05,CIDADE,SENA MADUREIRA,-68.655684061692,-9.065339505,132.133034
173,RURAL,,SENA MADUREIRA,1200500,SENA MADUREIRA,SENA MADUREIRA,VALE DO ACRE,ACRE,5,00002,ALDEIA INDÍGENA,ALDEIA INDÍGENA TI MANCHINERI DO SERINGAL GUANABARA,-69.9120719175229,-10.2804618242691,268.80702
174,RURAL,,SENA MADUREIRA,1200500,SENA MADUREIRA,SENA MADUREIRA,VALE DO ACRE,ACRE,5,00003,ALDEIA INDÍGENA,ALDEIA INDÍGENA JAMINAWA DO RIO CAETÉ,-69.2380860007901,-9.24630182483701,198.532279
175,URBANO,,TARAUACÁ,1200609,TARAUACÁ,TARAUACÁ,VALE DO JURUÁ,ACRE,1,05,CIDADE,TARAUACÁ,-70.7555010628937,-8.15566859176562,172.144466
176,RURAL,,TARAUACÁ,1200609,TARAUACÁ,TARAUACÁ,VALE DO JURUÁ,ACRE,5,00002,ALDEIA INDÍGENA,ALDEIA INDÍGENA KAXINAWÁ SERINGAL CURRALINHO,-70.687267064393,-8.3790878787292,231.796717
177,RURAL,,TARAUACÁ,1200609,TARAUACÁ,TARAUACÁ,VALE DO JURUÁ,ACRE,3,00001,POVOADO,VILA DO CORCOVADO,-70.7308698896782,-8.15346896145759,176.695093
178,URBANO,,XAPURI,1200708,XAPURI,BRASILÉIA,VALE DO ACRE,ACRE,1,05,CIDADE,XAPURI,-68.5062948050463,-10.6520719403355,173.281643
179,URBANO,,PORTO ACRE,1200807,PORTO ACRE,RIO BRANCO,VALE DO ACRE,ACRE,1,05,CIDADE,PORTO ACRE,-67.5405900835194,-9.60085823118788,134.322793
180,RURAL,,PORTO ACRE,1200807,PORTO ACRE,RIO BRANCO,VALE DO ACRE,ACRE,4,00001,PROJETO DE ASSENTAMENTO,AGROVILA DO PA HUMAITÁ (VILA HUMAITÁ),-67.6950469161181,-9.7304702247829,193.60582
181,RURAL,,PORTO ACRE,1200807,PORTO ACRE,RIO BRANCO,VALE DO ACRE,ACRE,4,00002,PROJETO DE ASSENTAMENTO,AGROVILA DO PA HUMAITÁ (VILA DO V),-67.7432429311678,-9.67665246937552,149.404349
182,RURAL,,PORTO ACRE,1200807,PORTO ACRE,RIO BRANCO,VALE DO ACRE,ACRE,4,00003,PROJETO DE ASSENTAMENTO,AGROVILA DO PA CAQUETÁ VILA CAQUETÁ,-67.3572159971734,-9.75478580810084,184.485259
183,RURAL,,PORTO ACRE,1200807,PORTO ACRE,RIO BRANCO,VALE DO ACRE,ACRE,4,00004,PROJETO DE ASSENTAMENTO,AGROVILA DO PA HUMAITA VILA PIA,-67.4426600429939,-9.88797219154376,191.931015
184,URBANO,,ALVARÃES,1300029,ALVARÃES,TEFÉ,CENTRO AMAZONENSE,AMAZONAS,1,05,CIDADE,ALVARÃES,-64.8135346775686,-3.21658376906639,46.116014
185,RURAL,,ALVARÃES,1300029,ALVARÃES,TEFÉ,CENTRO AMAZONENSE,AMAZONAS,3,00001,POVOADO,NOGUEIRA,-64.7786954791808,-3.30017971425859,39.633475
186,RURAL,,ALVARÃES,1300029,ALVARÃES,TEFÉ,CENTRO AMAZONENSE,AMAZONAS,5,00002,ALDEIA INDÍGENA,MARAJÁ,-64.8282784717324,-3.17841123488637,48.78166
187,RURAL,,ALVARÃES,1300029,ALVARÃES,TEFÉ,CENTRO AMAZONENSE,AMAZONAS,5,00003,ALDEIA INDÍGENA,ALDEIA INDÍGENA IGARAPÉ GRANDE,-64.8680651102341,-3.20583967378665,71.946204
188,RURAL,,ALVARÃES,1300029,ALVARÃES,TEFÉ,CENTRO AMAZONENSE,AMAZONAS,5,00004,ALDEIA INDÍGENA,ALDEIA INDÍGENA MÉRIA,-64.8561728955643,-3.20224252079928,44.187206
189,RURAL,,ALVARÃES,1300029,ALVARÃES,TEFÉ,CENTRO AMAZONENSE,AMAZONAS,5,00005,ALDEIA INDÍGENA,ALDEIA INDÍGENA MÉRIA II,-64.8509787054666,-3.20397965161677,44.648318
190,URBANO,Centro,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,1,05,CIDADE,AMATURÁ,-68.2096146409404,-3.36680518750561,73.447708
191,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,3,00001,POVOADO,NOVA ITÁLIA,-68.2253692002154,-3.40912610638573,63.537583
192,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00002,ALDEIA INDÍGENA,ALDEIA INDÍGENA CANIMARÚ,-68.2302377260909,-3.4017496183489,55.128739
193,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00003,ALDEIA INDÍGENA,ALDEIA INDÍGENA BOM PASTOR,-68.2288849212397,-3.40609158885555,58.158937
194,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00006,ALDEIA INDÍGENA,ALDEIA INDÍGENA NOVA GALILÉIA,-68.2386840561796,-3.39333384070077,52.963846
195,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00005,ALDEIA INDÍGENA,ALDEIA INDÍGENA SANTO INÁCIO,-68.2122500335102,-3.44504021158325,62.555279
196,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00004,ALDEIA INDÍGENA,ALDEIA INDÍGENA VILA TAMBAQUI,-68.2171622246706,-3.46811898217561,63.166788
197,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00007,ALDEIA INDÍGENA,ALDEIA INDÍGENA NOVA ALEGRIA,-68.2354753775423,-3.39917446371974,66.125161
198,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00008,ALDEIA INDÍGENA,ALDEIA INDÍGENA UMARIRANA,-68.5752481015451,-3.40681828402466,52
199,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00009,ALDEIA INDÍGENA,ALDEIA INDÍGENA NOVA ESPERANÇA,-68.4534156689937,-3.3978695055345,60.876157
200,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00010,ALDEIA INDÍGENA,ALDEIA INDÍGENA SÃO FRANCISCO DO CANIMARI,-68.3534441926198,-3.38734983176463,66.070185
201,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00011,ALDEIA INDÍGENA,ALDEIA INDÍGENA MARAITÁ,-68.3587547285675,-3.30675515354482,56.401585
202,RURAL,,AMATURÁ,1300060,AMATURÁ,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00012,ALDEIA INDÍGENA,ALDEIA INDÍGENA PALMEIRA DO NORTE,-68.3319611158924,-3.26159172846233,60.455441
203,URBANO,,ANAMÃ,1300086,ANAMÃ,COARI,CENTRO AMAZONENSE,AMAZONAS,1,05,CIDADE,ANAMÃ,-61.4059034797501,-3.57637042689027,21.613748
204,RURAL,,ANAMÃ,1300086,ANAMÃ,COARI,CENTRO AMAZONENSE,AMAZONAS,3,00001,POVOADO,VILA ARIXI,-61.5097402729947,-3.47606288314137,22.002466
205,RURAL,,ANAMÃ,1300086,ANAMÃ,COARI,CENTRO AMAZONENSE,AMAZONAS,3,00002,POVOADO,VILA DO CUIA,-61.320894570163,-3.58693015082782,18.855059
206,RURAL,,ANAMÃ,1300086,ANAMÃ,COARI,CENTRO AMAZONENSE,AMAZONAS,5,00003,ALDEIA INDÍGENA,ALDEIA INDÍGENA SÃO JOSÉ,-61.5048688843994,-3.67666966746183,11
207,RURAL,,ANAMÃ,1300086,ANAMÃ,COARI,CENTRO AMAZONENSE,AMAZONAS,5,00004,ALDEIA INDÍGENA,ALDEIA INDÍGENA EWARE,-61.5017985053345,-3.67481240597908,11
208,RURAL,,ANAMÃ,1300086,ANAMÃ,COARI,CENTRO AMAZONENSE,AMAZONAS,5,00005,ALDEIA INDÍGENA,ALDEIA INDÍGENA SANTA LUZIA,-61.4831649544296,-3.66697708409872,11
209,URBANO,,ANORI,1300102,ANORI,COARI,CENTRO AMAZONENSE,AMAZONAS,1,05,CIDADE,ANORI,-61.6589553828779,-3.74538558611889,20.346246
210,URBANO,,APUÍ,1300144,APUÍ,MADEIRA,SUL AMAZONENSE,AMAZONAS,1,05,CIDADE,APUÍ,-59.8856661047188,-7.1978701516076,132.98111
211,RURAL,,APUÍ,1300144,APUÍ,MADEIRA,SUL AMAZONENSE,AMAZONAS,3,00003,POVOADO,SUCUNDURI,-59.0477236314605,-6.79971746313717,50.033955
212,URBANO,,ATALAIA DO NORTE,1300201,ATALAIA DO NORTE,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,1,05,CIDADE,ATALAIA DO NORTE,-70.1879892845226,-4.36615748971603,76.016638
213,RURAL,,ATALAIA DO NORTE,1300201,ATALAIA DO NORTE,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00004,ALDEIA INDÍGENA,ALDEIA INDÍGENA CURUBUS,-70.8919436661041,-4.85343955710594,129.872217
214,RURAL,,ATALAIA DO NORTE,1300201,ATALAIA DO NORTE,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00003,ALDEIA INDÍGENA,ALDEIA INDÍGENA MAIURUNAS I,-73.3057904289413,-6.69660510960106,189.154668
215,RURAL,,ATALAIA DO NORTE,1300201,ATALAIA DO NORTE,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00005,ALDEIA INDÍGENA,ALDEIA INDÍGENA MAIURUNAS II,-73.1339541475921,-6.56292797868979,186.835905
216,RURAL,,ATALAIA DO NORTE,1300201,ATALAIA DO NORTE,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,3,00002,POVOADO,ESTIRÃO DO EQUADOR,-71.6153836024736,-4.53070431768988,88.531404
217,RURAL,,ATALAIA DO NORTE,1300201,ATALAIA DO NORTE,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,3,00001,POVOADO,PALMEIRAS DO JAVARI,-72.8129497550415,-5.13668191098913,101.874873
218,RURAL,,ATALAIA DO NORTE,1300201,ATALAIA DO NORTE,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00009,ALDEIA INDÍGENA,ALDEIA INDÍGENA IRARI,-70.961389933703,-4.38170464718572,78.793914
460,RURAL,,EIRUNEPÉ,1301407,EIRUNEPÉ,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00019,ALDEIA INDÍGENA,ALDEIA INDÍGENA PRAIA SECA,-70.7153850609472,-7.03152136081508,148.829018
461,RURAL,,EIRUNEPÉ,1301407,EIRUNEPÉ,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00021,ALDEIA INDÍGENA,ALDEIA INDÍGENA SÃO VICENTE,-70.5679466439174,-6.73682214192401,142.538701
462,RURAL,,EIRUNEPÉ,1301407,EIRUNEPÉ,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00020,ALDEIA INDÍGENA,ALDEIA INDÍGENA MATRINCHÃ,-70.4082468361011,-6.7188158927949,137.130351
463,RURAL,,EIRUNEPÉ,1301407,EIRUNEPÉ,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00023,ALDEIA INDÍGENA,ALDEIA INDÍGENA IGARAPÉ GRANDE,-69.3888233649732,-6.79555048337316,150.627449
464,URBANO,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,1,05,CIDADE,ENVIRA,-70.0304125429825,-7.43981754396838,137.396301
465,RURAL,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00001,ALDEIA INDÍGENA,ALDEIA INDÍGENA CACAU,-69.9748285281245,-7.43399028134503,141.639189
466,RURAL,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00002,ALDEIA INDÍGENA,ALDEIA INDÍGENA LONTRA NOVO,-69.976453100329,-7.4098620347041,158.705656
467,RURAL,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00005,ALDEIA INDÍGENA,ALDEIA INDÍGENA LONTRA VELHO,-69.9755694468968,-7.40557457752598,139.068388
468,RURAL,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00003,ALDEIA INDÍGENA,ALDEIA INDÍGENA TERRA FIRME,-69.9727448877282,-7.38725862831893,147.151364
469,RURAL,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00004,ALDEIA INDÍGENA,ALDEIA INDÍGENA TERRA NOVA,-69.9736892248406,-7.38673923528843,141.162588
470,RURAL,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00006,ALDEIA INDÍGENA,ALDEIA INDÍGENA ARUIANÃ,-69.9439029410759,-7.3565731536726,152.328734
471,RURAL,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00007,ALDEIA INDÍGENA,ALDEIA INDÍGENA TRÊS BOCAS,-69.9142522238816,-7.31481224500777,140.607751
472,RURAL,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00008,ALDEIA INDÍGENA,ALDEIA INDÍGENA KULINA DO MACAPÁ,-70.6207871559906,-7.68882668633526,156.924665
473,RURAL,,ENVIRA,1301506,ENVIRA,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,5,00009,ALDEIA INDÍGENA,ALDEIA INDÍGENA ALEGRIA,-70.5602976484409,-7.65420102285324,152.349177
474,URBANO,,FONTE BOA,1301605,FONTE BOA,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,1,05,CIDADE,FONTE BOA,-66.0965029898347,-2.51227068454779,58.147019
475,RURAL,,FONTE BOA,1301605,FONTE BOA,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00002,ALDEIA INDÍGENA,ALDEIA INDÍGENA ACAPURI DO MEIO,-66.808598232951,-2.68147144264844,45.119196
476,RURAL,,FONTE BOA,1301605,FONTE BOA,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00001,ALDEIA INDÍGENA,ALDEIA INDÍGENA ACAPURI DE CIMA,-66.8188261681886,-2.67378586302635,69.783916
477,RURAL,,FONTE BOA,1301605,FONTE BOA,ALTO SOLIMÕES,SUDOESTE AMAZONENSE,AMAZONAS,5,00003,ALDEIA INDÍGENA,ALDEIA INDÍGENA ACAPURI DE BAIXO,-66.6631995123131,-2.67618976397615,44.781936
478,URBANO,,GUAJARÁ,1301654,GUAJARÁ,JURUÁ,SUDOESTE AMAZONENSE,AMAZONAS,1,05,CIDADE,GUAJARÁ,-72.5824305383396,-7.5477744148336,182.751246
479,URBANO,Centro,HUMAITÁ,1301704,HUMAITÁ,MADEIRA,SUL AMAZONENSE,AMAZONAS,1,05,CIDADE,HUMAITÁ,-63.0266980219283,-7.51222495061139,55.017452
480,RURAL,,HUMAITÁ,1301704,HUMAITÁ,MADEIRA,SUL AMAZONENSE,AMAZONAS,5,00001,ALDEIA INDÍGENA,ALDEIA INDÍGENA TENHARIM-TRANSAMAZÔNICA,-62.0695327765452,-7.93452107755329,87.96739
